txn_id,scenario_id,date,account_id,counterparty,description,amount,currency,amount_usd,recovered,fx_rate,evidence,problems
TXN-P8-0023,P8,2025-04-01,ACC-7808,Juniper Landscaping LLC Service Centre,VAT refund received — December,1670416.5,USD,1670416.5,0,,,
TXN-P2-0033,P2,2025-04-02,ACC-7802,Eastgate Stationery LLC Enterprise,"Municipal tax levy — Almaty office, Q1",-2212134.41,USD,-2212134.41,0,,,
TXN-P9-0012,P9,2025-04-02,ACC-7809,Kazakhmys Smelting JSC,Ore haulage sales settlement 2025,8442118.53,USD,8442118.53,0,,,
TXN-B4-0035,B4,2025-04-03,ACC-7204,Eastgate Landscaping LP Works (Aktobe hub),Payroll for security detail — Q3,-4095362.14,USD,-4095362.14,0,,,
TXN-P1-0049,P1,2025-04-03,ACC-7801,Eastgate Power Inc (Atyrau terminal),"Utility rebate received — Oskemen unit, January 2025",289816.92,EUR,336187.63,0,1.16,,
TXN-P3-0039,P3,2025-04-04,ACC-7803,Cedarville Utility Ltd Enterprise (Semey base),Use tax payment — Pavlodar block 2025,-421727.66,USD,-421727.66,0,,,
TXN-P4-0050,P4,2025-04-04,ACC-7804,Kingsley Utility Services Supply,Payroll for administrative staff — Q3,-256282.03,USD,-256282.03,0,,,
TXN-P1-0034,P1,2025-04-05,ACC-7801,Foxridge Catering Partners (Kostanay centre),Workers comp insurance — September 2025,-798220.24,USD,-798220.24,0,,,
TXN-P9-0018,P9,2025-04-05,ACC-7809,Trident Power Cooperative JSC (Karaganda yard),"Rent overpayment refunded — Shymkent depot, H2",769698.08,USD,769698.08,0,,,
TXN-P1-0009,P1,2025-04-06,ACC-7801,Juniper Telecom Inc Trading House (Karaganda yard),Payroll clearing account sweep back — Ekibastuz block B 2025,5085393.95,USD,5085393.95,0,,,
TXN-P10-0001,P10,2025-04-06,ACC-7810,Dunmore Stationery Inc (Zhezkazgan compound),Interest income on treasury bills — period 04 2025,9427346.24,USD,9427346.24,0,,,
TXN-P10-0018,P10,2025-04-06,ACC-7810,Ashford Realty Ltd (Taraz site),"Capitalised interest charge — Aktobe hub, period 02 2025",-8250780.17,USD,-8250780.17,0,,,
TXN-P9-0014,P9,2025-04-06,ACC-7809,Ironwood Janitorial Co Company,Rent overpayment refunded — Almaty office,1658141.07,USD,1658141.07,0,,,
TXN-P9-0028,P9,2025-04-06,ACC-7809,Hartley Consulting LLC,Ground lease instalment — October,-1737553.39,USD,-1737553.39,0,,,
TXN-P9-0054,P9,2025-04-06,ACC-7809,Eastgate Security Holdings (Atyrau terminal),Hourly staff payroll — Shymkent depot,-5269798.67,USD,-5269798.67,0,,,
TXN-P1-0015,P1,2025-04-08,ACC-7801,Ironwood Telecom Ltd,"Interest on bilateral facility — Kyzylorda station, November 2025",-1648814.64,USD,-1648814.64,0,,,
TXN-P10-0042,P10,2025-04-08,ACC-7810,Hartley Property Solutions (Uralsk annex),Trade press marketing insertion — April,-7753648.35,USD,-7753648.35,0,,,
TXN-P3-0003,P3,2025-04-08,ACC-7803,Ashford Leasing Inc Service Centre (Semey base),"Payroll for administrative staff — Kostanay centre, period 02",-2169716.95,USD,-2169716.95,0,,,
TXN-P3-0055,P3,2025-04-08,ACC-7803,Cedarville Power Co,VAT instalment — March,-581776.66,USD,-581776.66,0,,,
TXN-P4-0054,P4,2025-04-08,ACC-7804,Aktobe Elevator Services LLP,Terminal servicing and operating costs 2025,-4431662.19,USD,-4431662.19,0,,,
TXN-P7-0038,P7,2025-04-08,ACC-7807,Summit Telecom Group Company,"Executive payroll run — Astana branch, period 03",-6898199.03,USD,-6898199.03,0,,,
TXN-P10-0020,P10,2025-04-09,ACC-7810,Karaganda Terminal Personnel LLP,Terminal staff payroll disbursement 2025,-1204118.53,USD,-1204118.53,0,,,
TXN-P10-0034,P10,2025-04-09,ACC-7810,Ashford Utility Corp (Shymkent depot),Marketing agency creative fees — H1,-1089287.71,USD,-1089287.71,0,,,
TXN-P4-0010,P4,2025-04-09,ACC-7804,Hartley Landscaping Ltd,Rent for regional office — November 2025,-5441959.99,USD,-5441959.99,0,,,
TXN-P1-0003,P1,2025-04-11,ACC-7801,Ashford Supply Group Company,Default interest charge — Kyzylorda station,-237578.58,USD,-237578.58,0,,,
TXN-P1-0054,P1,2025-04-11,ACC-7801,Ironwood Insurance LLC (Semey base),Vehicle tax payment — Ekibastuz block B,-9798966.39,USD,-9798966.39,0,,,
TXN-B4-0044,B4,2025-04-12,ACC-7204,Ashford Uniforms Associates,Rent for training centre — Ekibastuz block B 2025,-1443998.23,USD,-1443998.23,0,,,
TXN-P10-0024,P10,2025-04-12,ACC-7810,Cedarville Waste Systems Inc Partners (Karaganda yard),Interest on trade facility — Taraz site,-554670.12,USD,-554670.12,0,,,
TXN-P10-0036,P10,2025-04-12,ACC-7810,Kingsley Tax Advisory,Marketing photography and artwork — Uralsk annex 2025,-14351927.14,USD,-14351927.14,0,,,
TXN-P2-0035,P2,2025-04-12,ACC-7802,Cedarville Landscaping Partners (Karaganda yard),"Warehouse contents insurance — Kostanay centre, November 2025",-2241407.97,USD,-2241407.97,0,,,
TXN-P4-0055,P4,2025-04-12,ACC-7804,Glenwood Catering Group,Corporate income tax instalment — January,-130150.18,USD,-130150.18,0,,,
TXN-P8-0008,P8,2025-04-12,ACC-7808,Bridgeport Power Corp (Taraz site),Excise tax payment — December,-14664945.37,USD,-14664945.37,0,,,
TXN-P8-0055,P8,2025-04-12,ACC-7808,Juniper Logistics Solutions JSC (Karaganda yard),Office rent — Shymkent depot,-412328.26,USD,-412328.26,0,,,
TXN-P9-0013,P9,2025-04-14,ACC-7809,Foxridge Cleaning Co (Taraz site),Unearned insurance premium return — Semey base 2025,1159582.85,USD,1159582.85,0,,,
TXN-P1-0055,P1,2025-04-15,ACC-7801,Ashford Supply Group Company,Trade press marketing insertion,-9623763.9,USD,-9623763.9,0,,,
TXN-P6-0041,P6,2025-04-16,ACC-7806,Taraz Kiln Services LLP,Kiln servicing and operating costs 2025,-4204663.19,USD,-4204663.19,0,,,
TXN-B1-0007,B1,2025-04-17,ACC-7201,Glenwood Security Partners Group (Atyrau terminal),Regional marketing campaign production — Almaty office,-4274240.02,USD,-4274240.02,0,,,
TXN-P1-0023,P1,2025-04-18,ACC-7801,Bridgeport Consulting Group (Kostanay centre),Quarterly estimated tax — Kyzylorda station 2025,-16437674.68,USD,-16437674.68,0,,,
TXN-B1-0018,B1,2025-04-19,ACC-7201,Hartley Catering LP Supply,Depot yard rent — Pavlodar block,-1832832.89,USD,-1832832.89,0,,,
TXN-P6-0014,P6,2025-04-19,ACC-7806,Hartley Supply Service Centre (Atyrau terminal),Cold store lease — instalment 1,-322203.44,USD,-322203.44,0,,,
TXN-P7-0019,P7,2025-04-20,ACC-7807,Riverside Realty Trust,Office rent — July,-250594.53,USD,-250594.53,0,,,
TXN-P7-0010,P7,2025-04-21,ACC-7807,State Revenue Committee,Corporate income tax instalment 2025,-402118.64,USD,-402118.64,0,,,
TXN-P9-0024,P9,2025-04-22,ACC-7809,Bridgeport Building Services Inc,"Professional indemnity insurance — Almaty office, period 01 2025",-2416937.23,USD,-2416937.23,0,,,
TXN-P2-0036,P2,2025-04-23,ACC-7802,Ural Refrigeration Works LLP,Purchase of blast freezer equipment,-3204881.55,USD,-3204881.55,0,,,
TXN-P10-0040,P10,2025-04-24,ACC-7810,Cedarville Landscaping Partners (Kostanay centre),Industry exhibition stand marketing — Zhezkazgan compound,-9073805.6,USD,-9073805.6,0,,,
TXN-P2-0053,P2,2025-04-25,ACC-7802,Juniper Property Services (Taraz site),"Marketing volume rebate — Semey base, April",2003454.47,USD,2003454.47,0,,,
TXN-B4-0017,B4,2025-04-26,ACC-7204,Hartley Consulting LLC (Taraz site),Tax penalty settlement charge — Kostanay centre,-208965.57,USD,-208965.57,0,,,
TXN-P8-0021,P8,2025-04-26,ACC-7808,Cedarville Cleaning Group,Interest on export credit line — Kyzylorda station,-656000.44,USD,-656000.44,0,,,
TXN-B1-0047,B1,2025-04-27,ACC-7201,Juniper Cleaning (Semey base),Depot yard rent — H1 2025,-13167834.89,USD,-13167834.89,0,,,
TXN-P4-0019,P4,2025-04-28,ACC-7804,Foxridge Cleaning Co (Zhezkazgan compound),"Telecom mobile fleet plan — Aktobe hub, Q1 2025",-1200898.7,USD,-1200898.7,0,,,
TXN-P5-0006,P5,2025-04-28,ACC-7805,Cedarville Printing Services Partners,Environmental liability insurance,-588857.22,USD,-588857.22,0,,,
TXN-P8-0006,P8,2025-04-29,ACC-7808,Globex Telecom (Kostanay centre),"Travel insurance for staff — Astana branch, instalment 2",-14750061.5,USD,-14750061.5,0,,,
TXN-P8-0028,P8,2025-04-29,ACC-7808,Ashford Cleaning Services (Aktobe hub),"Natural gas utility — Shymkent depot, March",-2203370.15,USD,-2203370.15,0,,,
TXN-P1-0035,P1,2025-04-30,ACC-7801,Bridgeport Telecom Holdings,"Water charge adjustment credit — Kyzylorda station, final call 2025",2149964.79,USD,2149964.79,0,,,
TXN-P10-0035,P10,2025-04-30,ACC-7810,Sterling Office Solutions Supply,"Quarterly interest coupon — Karaganda yard, Q1 2025",-6013823.74,USD,-6013823.74,0,,,
TXN-P7-0027,P7,2025-04-30,ACC-7807,Bridgeport Office Supplies (Almaty office),Payroll for drivers — September,-8988242.94,USD,-8988242.94,0,,,
TXN-P8-0017,P8,2025-04-30,ACC-7808,Hartley Printing Co (Ekibastuz block B),"Environmental emissions tax — Astana branch, H2",-2389464.2,USD,-2389464.2,0,,,
TXN-P10-0025,P10,2025-05-01,ACC-7810,Cedarville Leasing Enterprise,"Marketing photography and artwork — Aktobe hub, period 01",-471290.81,USD,-471290.81,0,,,
TXN-P7-0006,P7,2025-05-01,ACC-7807,Eastgate Leasing Trust Partners (Taraz site),"Interest credited on current account — Oskemen unit, Q3 2025",350168.96,USD,350168.96,0,,,
TXN-P9-0007,P9,2025-05-01,ACC-7809,Cedarville Maintenance Associates Company,Printed marketing collateral run — Uralsk annex,-1560142.52,USD,-1560142.52,0,,,
TXN-B1-0029,B1,2025-05-02,ACC-7201,Ironwood Property Holdings Enterprise,"Point-of-sale marketing materials — Ekibastuz block B, instalment 1",-1083896.21,USD,-1083896.21,0,,,
TXN-P10-0029,P10,2025-05-02,ACC-7810,Glenwood Facilities Holdings (Pavlodar block),"Interest credited on current account — Atyrau terminal, January 2025",2226006.45,USD,2226006.45,0,,,
TXN-P7-0046,P7,2025-05-02,ACC-7807,Glenwood Property Trust (Kostanay centre),Marketing volume rebate — Turkistan point,7530287.69,USD,7530287.69,0,,,
TXN-P2-0025,P2,2025-05-03,ACC-7802,Glenwood Office Supplies Services (Uralsk annex),"Sponsorship marketing of regional sports club — Kostanay centre, instalment 2",-2709060.2,USD,-2709060.2,0,,,
TXN-P4-0033,P4,2025-05-03,ACC-7804,Ashford Consulting Partners Company,Municipal tax levy — Q4,-534014.43,USD,-534014.43,0,,,
TXN-B4-0038,B4,2025-05-04,ACC-7204,Cedarville Supply Corp (Pavlodar block),Overdraft interest — Astana branch,-140831.96,USD,-140831.96,0,,,
TXN-P9-0038,P9,2025-05-04,ACC-7809,Cedarville Insurance Group JSC,"Hourly staff payroll — Ekibastuz block B, instalment 2 2025",-10353895.21,EUR,-12010518.44,0,1.16,,
TXN-B4-0003,B4,2025-05-05,ACC-7204,Foxridge Waste Systems Associates Ltd,"Tax overpayment refunded — Uralsk annex, instalment 3",753049.6,USD,753049.6,0,,,
TXN-P4-0006,P4,2025-05-06,ACC-7804,Glenwood Catering Group (Oskemen unit),Quarterly estimated tax — Kyzylorda station 2025,-2162141.22,USD,-2162141.22,0,,,
TXN-P4-0040,P4,2025-05-06,ACC-7804,Eastgate Realty Associates Works (Almaty office),"Insurance broker rebate — Almaty office, H1 2025",8624275.06,USD,8624275.06,0,,,
TXN-P7-0041,P7,2025-05-06,ACC-7807,Stalwart Mutual Insurance Trading House,Rooftop lease — Zhezkazgan compound,-1088379.48,USD,-1088379.48,0,,,
TXN-P3-0024,P3,2025-05-07,ACC-7803,Rheinland Katalyse Service GmbH,Catalyst regeneration servicing contract,-612884.25,EUR,-710945.73,0,1.16,,
TXN-P6-0019,P6,2025-05-07,ACC-7806,Ashford Realty Ltd (Shymkent depot),"Insurance deductible recovery — Karaganda yard, instalment 1",1508915.83,USD,1508915.83,0,,,
TXN-P10-0055,P10,2025-05-08,ACC-7810,Karaganda Distribution Group JSC,Warehouse handling sales settlement 2025,7204882.16,USD,7204882.16,0,,,
TXN-P9-0055,P9,2025-05-08,ACC-7809,Dunmore Stationery Inc Supply (Oskemen unit),"Marketing overbilling refund — Kostanay centre, November",1579816.38,USD,1579816.38,0,,,
TXN-P3-0033,P3,2025-05-09,ACC-7803,Initech Software Licenses (Zhezkazgan compound),Interest income on treasury bills — instalment 3 2025,10156687.58,USD,10156687.58,0,,,
TXN-P6-0006,P6,2025-05-11,ACC-7806,Foxridge Telecom LP Holding (Ekibastuz block B),"Default interest charge — Astana branch, January",-5793220.79,USD,-5793220.79,0,,,
TXN-B1-0020,B1,2025-05-12,ACC-7201,Irtysh Advisory Bureau,Advisory engagement on tariff structuring,-592296.1,USD,-592296.1,0,,,
TXN-P4-0041,P4,2025-05-12,ACC-7804,Ashford Waste Systems Co Service Centre,"Contractor payroll batch — Semey base, instalment 2 2025",-282672.77,USD,-282672.77,0,,,
TXN-B4-0021,B4,2025-05-14,ACC-7204,Atyrau Pipeline Engineering LLP,Purchase of pipeline pumping equipment,-1527726.21,USD,-1527726.21,0,,,
TXN-P8-0015,P8,2025-05-14,ACC-7808,KazMunayGas Exploration JSC,Drilling services sales settlement 2025,7884663.19,USD,7884663.19,0,,,
TXN-P3-0005,P3,2025-05-15,ACC-7803,Juniper Supply Trust (Zhezkazgan compound),"Municipal water charge — Oskemen unit, period 03",-383631.48,USD,-383631.48,0,,,
TXN-P10-0049,P10,2025-05-16,ACC-7810,Juniper Logistics Solutions (Astana branch),Customer newsletter marketing production — H2,-6085007.92,USD,-6085007.92,0,,,
TXN-B4-0028,B4,2025-05-17,ACC-7204,Foxridge Payroll Ltd Group (Shymkent depot),Equipment yard lease — Pavlodar block 2025,-209971.26,USD,-209971.26,0,,,
TXN-B1-0008,B1,2025-05-20,ACC-7201,Dunmore Janitorial Services Works,Withholding tax remittance 2025,-543539.55,USD,-543539.55,0,,,
TXN-P1-0010,P1,2025-05-21,ACC-7801,Ural Crane Works LLP,Purchase of quayside crane equipment,-1842006.44,USD,-1842006.44,0,,,
TXN-P6-0049,P6,2025-05-22,ACC-7806,Hartley Courier Corp Works,Quarterly interest coupon — Semey base,-378905.34,USD,-378905.34,0,,,
TXN-P7-0051,P7,2025-05-22,ACC-7807,Dunmore Power Ltd (Oskemen unit),Payroll advance recovered from staff — Uralsk annex 2025,11159559.34,EUR,12945088.83,0,1.16,,
TXN-P3-0052,P3,2025-05-23,ACC-7803,Cedarville Uniforms Solutions Ltd,"Corporate brand marketing programme — Ekibastuz block B, March",-228635.3,USD,-228635.3,0,,,
TXN-P5-0047,P5,2025-05-23,ACC-7805,Juniper Logistics Solutions (Kostanay centre),Utility metering charge — H1 2025,-4821170.88,EUR,-5592558.22,0,1.16,,
TXN-P9-0001,P9,2025-05-23,ACC-7809,Juniper Cleaning (Turkistan point),"Cold store lease — Ekibastuz block B, H1 2025",-4862428.02,USD,-4862428.02,0,,,
TXN-P2-0052,P2,2025-05-24,ACC-7802,Dunmore Utility Inc (Zhezkazgan compound),"Quarterly interest coupon — Karaganda yard, Q1 2025",-11545820.91,USD,-11545820.91,0,,,
TXN-B4-0006,B4,2025-05-25,ACC-7204,Juniper Realty Partners (Atyrau terminal),Seasonal payroll run — Q3,-337734.89,USD,-337734.89,0,,,
TXN-P8-0014,P8,2025-05-25,ACC-7808,Bridgeport Payroll Group Company,Construction all-risk insurance — Q3 2025,-600603.54,USD,-600603.54,0,,,
TXN-P10-0057,P10,2025-05-26,ACC-7810,Ironwood Security LP (Shymkent depot),Regional marketing campaign production — Atyrau terminal,-4695681.52,EUR,-5446990.56,0,1.16,,
TXN-P3-0046,P3,2025-05-26,ACC-7803,Ironwood Insurance LLC,"Utility rebate received — Ekibastuz block B, Q4 2025",2729387.09,USD,2729387.09,0,,,
TXN-P5-0031,P5,2025-05-27,ACC-7805,Pavlodar Plant Services LLP,Turbine hall servicing and operating costs 2025,-5902447.13,USD,-5902447.13,0,,,
TXN-P9-0048,P9,2025-05-27,ACC-7809,Bridgeport Telecom Holdings JSC (Kostanay centre),"Electricity network capacity charge — Kyzylorda station, March",-2310249.16,USD,-2310249.16,0,,,
TXN-P2-0010,P2,2025-05-30,ACC-7802,Foxridge Security Services (Kyzylorda station),Water supply charge — October,-2085018.52,USD,-2085018.52,0,,,
TXN-P5-0023,P5,2025-05-31,ACC-7805,Cedarville Facilities LLP,"Trade press marketing insertion — Semey base, H1",-1138417.23,USD,-1138417.23,0,,,
TXN-P6-0015,P6,2025-05-31,ACC-7806,Ashford Janitorial Trust (Almaty office),Warehouse lease,-412793.66,USD,-412793.66,0,,,
TXN-P6-0030,P6,2025-05-31,ACC-7806,Glenwood Courier LP JSC (Atyrau terminal),"Rent for regional office — Kyzylorda station, period 01 2025",-462362.61,USD,-462362.61,0,,,
TXN-P9-0044,P9,2025-05-31,ACC-7809,City Power & Light (Astana branch),Revolver interest — December 2025,-3688611.83,USD,-3688611.83,0,,,
TXN-B1-0005,B1,2025-06-01,ACC-7201,Foxridge Supply Inc,"Franchise tax filing — Kyzylorda station, May",-791398.17,USD,-791398.17,0,,,
TXN-P1-0033,P1,2025-06-01,ACC-7801,Ironwood Waste Systems Holdings (Pavlodar block),Cyber insurance premium — period 02 2025,-367648.64,USD,-367648.64,0,,,
TXN-P5-0030,P5,2025-06-01,ACC-7805,Glenwood Realty Solutions Enterprise,"Unused ad campaign budget returned — Taraz site, August 2025",1813871.42,USD,1813871.42,0,,,
TXN-P3-0026,P3,2025-06-02,ACC-7803,Cedarville Leasing (Karaganda yard),Outdoor marketing site hire — October 2025,-1755396.91,USD,-1755396.91,0,,,
TXN-P4-0025,P4,2025-06-02,ACC-7804,Ilek Restoration Works LLP,Flood remediation and silo repair works,-481247.63,USD,-481247.63,0,,,
TXN-P6-0011,P6,2025-06-03,ACC-7806,Bridgeport Leasing LLC,Interest true-up charge — July,-6874501.52,USD,-6874501.52,0,,,
TXN-P6-0055,P6,2025-06-03,ACC-7806,Ironwood Maintenance Group Holding,Tax assessment reversal 2025,969224.15,USD,969224.15,0,,,
TXN-P10-0017,P10,2025-06-04,ACC-7810,Tengiz Risk Engineering Bureau,Warehouse risk survey servicing 2025,-142118.64,USD,-142118.64,0,,,
TXN-P1-0021,P1,2025-06-06,ACC-7801,Kingsley Property Partners,Payroll for administrative staff — Aktobe hub 2025,-715630.22,USD,-715630.22,0,,,
TXN-P4-0045,P4,2025-06-06,ACC-7804,Dunmore Courier Services JSC,"Revolver interest — Ekibastuz block B, instalment 2",-1391968.36,USD,-1391968.36,0,,,
TXN-P6-0001,P6,2025-06-06,ACC-7806,Fairfield Leasing Partners Ltd (Kyzylorda station),Group medical insurance premium — Shymkent depot,-228711.35,USD,-228711.35,0,,,
TXN-P9-0032,P9,2025-06-06,ACC-7809,Bridgeport Janitorial Solutions (Karaganda yard),Electricity overbilling refund — Zhezkazgan compound 2025,6150985.43,USD,6150985.43,0,,,
TXN-P10-0031,P10,2025-06-07,ACC-7810,Glenwood Power,"Corporate brand marketing programme — Zhezkazgan compound, Q4 2025",-6519514.97,USD,-6519514.97,0,,,
TXN-P5-0014,P5,2025-06-07,ACC-7805,Ashford Maintenance LLC (Zhezkazgan compound),"Interest rebate on early repayment — Uralsk annex, December",235761.83,USD,235761.83,0,,,
TXN-P1-0024,P1,2025-06-08,ACC-7801,Cedarville Payroll LP Enterprise (Turkistan point),Regional marketing campaign production — Pavlodar block,-360127.31,USD,-360127.31,0,,,
TXN-P6-0039,P6,2025-06-08,ACC-7806,Foxridge Insurance Co,Corporate brand marketing programme — June,-7250114.44,USD,-7250114.44,0,,,
TXN-B4-0005,B4,2025-06-09,ACC-7204,Foxridge Cleaning Co,Fidelity bond insurance — August,-2649671.17,USD,-2649671.17,0,,,
TXN-P2-0054,P2,2025-06-09,ACC-7802,Hartley Power Associates Company,Auto fleet insurance — Almaty office 2025,-248898.41,USD,-248898.41,0,,,
TXN-P8-0048,P8,2025-06-10,ACC-7808,Ashford Tax Advisory Holdings (Almaty office),"Trade press marketing insertion — Almaty office, Q2 2025",-337300.48,USD,-337300.48,0,,,
TXN-P8-0049,P8,2025-06-10,ACC-7808,Juniper Telecom Inc (Karaganda yard),"Interest recovery on overpayment — Atyrau terminal, December 2025",447798.93,USD,447798.93,0,,,
TXN-B1-0037,B1,2025-06-11,ACC-7201,Ashford Insurance Services,"Rent for training centre — Almaty office, August",-4540095.35,USD,-4540095.35,0,,,
TXN-P10-0003,P10,2025-06-11,ACC-7810,Hartley Realty Holdings Company,Media buy rate adjustment credit — Taraz site,102465.77,USD,102465.77,0,,,
TXN-P7-0032,P7,2025-06-11,ACC-7807,KazTransOil Trunk Systems JSC,Pipeline transit sales settlement 2025,9146882.53,USD,9146882.53,0,,,
TXN-P3-0014,P3,2025-06-13,ACC-7803,Hartley Utility Trust (Aktobe hub),Tax audit assessment payment — Ekibastuz block B 2025,-786416.28,USD,-786416.28,0,,,
TXN-B4-0047,B4,2025-06-14,ACC-7204,Foxridge Insurance Co (Zhezkazgan compound),"Environmental emissions tax — Oskemen unit, June 2025",-7575422.84,USD,-7575422.84,0,,,
TXN-P1-0036,P1,2025-06-14,ACC-7801,Glenwood Facilities Holdings Works (Karaganda yard),"Trade press marketing insertion — Semey base, Q1",-428818.65,USD,-428818.65,0,,,
TXN-P9-0004,P9,2025-06-14,ACC-7809,Foxridge Waste Systems Associates (Atyrau terminal),"Electricity network capacity charge — Kostanay centre, February",-1171613.5,USD,-1171613.5,0,,,
TXN-P2-0014,P2,2025-06-15,ACC-7802,Eastgate Office Supplies Solutions,"Equipment yard lease — Kyzylorda station, instalment 2 2025",-2708057.37,USD,-2708057.37,0,,,
TXN-P5-0005,P5,2025-06-15,ACC-7805,Ashford Tax Advisory Holdings Company,Telecom leased line — Oskemen unit 2025,-492990.46,USD,-492990.46,0,,,
TXN-P2-0023,P2,2025-06-16,ACC-7802,Fairfield Leasing Partners (Uralsk annex),"Rooftop lease — Almaty office, October 2025",-211784.77,USD,-211784.77,0,,,
TXN-P3-0029,P3,2025-06-16,ACC-7803,Cedarville Leasing (Karaganda yard),Digital media buy — search — September,-3728972.76,USD,-3728972.76,0,,,
TXN-B1-0016,B1,2025-06-17,ACC-7201,Foxridge Cleaning Co (Almaty office),Excise tax remittance — Q1,-1950365.39,USD,-1950365.39,0,,,
TXN-P1-0042,P1,2025-06-17,ACC-7801,Mangystau Berth Services LLP,Berth servicing and operating costs 2025,-3104882.61,USD,-3104882.61,0,,,
TXN-B4-0046,B4,2025-06-18,ACC-7204,Juniper Payroll Associates JSC,"Municipal water charge — Turkistan point, H2",-1891463.6,USD,-1891463.6,0,,,
TXN-P10-0056,P10,2025-06-18,ACC-7810,Ironwood Stationery Solutions,"Interest on subordinated notes — Shymkent depot, February",-4902905.23,USD,-4902905.23,0,,,
TXN-B1-0044,B1,2025-06-19,ACC-7201,Ashford Power LP (Shymkent depot),"Lease incentive received — Astana branch, September 2025",208288.37,USD,208288.37,0,,,
TXN-B4-0049,B4,2025-06-19,ACC-7204,Cedarville Office Supplies Associates (Oskemen unit),"Rent deposit returned — Pavlodar block, Q2 2025",3677627.81,EUR,4266048.26,0,1.16,,
TXN-P5-0017,P5,2025-06-20,ACC-7805,Cedarville Waste Systems Inc,"Equipment yard lease — Ekibastuz block B, instalment 3",-1820587.83,USD,-1820587.83,0,,,
TXN-P4-0004,P4,2025-06-21,ACC-7804,Bridgeport Power Corp Trading House,"Trade press marketing insertion — Almaty office, Q2 2025",-386521.16,USD,-386521.16,0,,,
TXN-P7-0029,P7,2025-06-21,ACC-7807,Initech Software Licenses Company (Astana branch),Ground lease instalment 2025,-783998.76,USD,-783998.76,0,,,
TXN-B1-0035,B1,2025-06-24,ACC-7201,Bridgeport Tax Advisory Services Works,Warehouse contents insurance — Almaty office,-9975348.37,USD,-9975348.37,0,,,
TXN-P3-0028,P3,2025-06-24,ACC-7803,Shymkent Plant Services LLP,Plant servicing and operating costs 2025,-4218006.51,USD,-4218006.51,0,,,
TXN-P5-0034,P5,2025-06-24,ACC-7805,Beacon Tax Advisors (Aktobe hub),Telecom mobile fleet plan — December 2025,-1583057.76,USD,-1583057.76,0,,,
TXN-B4-0015,B4,2025-06-25,ACC-7204,Shymkent Fuel Distributors LLP,Refinery product sales settlement second quarter,1943580.97,USD,1943580.97,0,,,
TXN-P1-0044,P1,2025-06-25,ACC-7801,Fairfield Leasing Partners,"Revolver interest — Zhezkazgan compound, August 2025",-5732393.39,USD,-5732393.39,0,,,
TXN-P3-0020,P3,2025-06-25,ACC-7803,Foxridge Payroll Ltd (Pavlodar block),"Property tax rebate — Uralsk annex, Q3 2025",1625020.42,USD,1625020.42,0,,,
TXN-P3-0050,P3,2025-06-25,ACC-7803,Hartley Consulting LLC (Semey base),Cold store lease — July 2025,-2189408.24,USD,-2189408.24,0,,,
TXN-P9-0035,P9,2025-06-26,ACC-7809,Ural Haul Systems LLP,Purchase of haul truck equipment,-1204663.28,USD,-1204663.28,0,,,
TXN-P3-0016,P3,2025-06-27,ACC-7803,Eastgate Catering Services Enterprise (Kostanay centre),Insurance claim reimbursement — Shymkent depot 2025,1644942.02,USD,1644942.02,0,,,
TXN-P4-0022,P4,2025-06-27,ACC-7804,Bridgeport Building Services Inc Holding,Hourly staff payroll — Shymkent depot,-13147917.01,USD,-13147917.01,0,,,
TXN-P2-0032,P2,2025-06-28,ACC-7802,Dunmore Janitorial Services,"Equipment yard lease — Turkistan point, May 2025",-418971.2,USD,-418971.2,0,,,
TXN-P2-0046,P2,2025-06-28,ACC-7802,Capital Stationers (Astana branch),Payroll agency rebate — Aktobe hub 2025,617744.38,USD,617744.38,0,,,
TXN-P10-0005,P10,2025-06-29,ACC-7810,Dunmore Consulting Corp (Turkistan point),Interest income on term deposit — Karaganda yard,171985.87,USD,171985.87,0,,,
TXN-P3-0017,P3,2025-06-29,ACC-7803,Ironwood Payroll Trading House (Almaty office),Utility metering charge — Aktobe hub,-2596172.03,USD,-2596172.03,0,,,
TXN-B1-0023,B1,2025-06-30,ACC-7201,Pavlodar Plant Services LLP,Plant operating and maintenance expenses,-6166592.66,USD,-6166592.66,0,,,
TXN-B1-0045,B1,2025-06-30,ACC-7201,Eastgate Property Service Centre,Marketing overbilling refund — November,1941069.25,USD,1941069.25,0,,,
TXN-P2-0009,P2,2025-06-30,ACC-7802,Almaty Chill Logistics LLP,Cold store servicing and operating costs 2025,-5918004.37,USD,-5918004.37,0,,,
TXN-P2-0038,P2,2025-06-30,ACC-7802,Eastgate Office Supplies Solutions,Payroll advance recovered from staff — October 2025,1406628.57,USD,1406628.57,0,,,
TXN-P4-0024,P4,2025-06-30,ACC-7804,Ashford Maintenance LLC Service Centre,"VAT instalment — Uralsk annex, Q4 2025",-329065.77,USD,-329065.77,0,,,
TXN-P10-0058,P10,2025-07-01,ACC-7810,Dunmore Utility Inc Group,Industry exhibition stand marketing — instalment 3 2025,-353541.29,USD,-353541.29,0,,,
TXN-P9-0036,P9,2025-07-01,ACC-7809,Hartley Consulting LLC,Revolver interest — Zhezkazgan compound 2025,-3066892.61,USD,-3066892.61,0,,,
TXN-P1-0056,P1,2025-07-02,ACC-7801,Dunmore Insurance LP (Astana branch),Industry exhibition stand marketing — Turkistan point,-6407989.14,USD,-6407989.14,0,,,
